scenario,regimen,distribution_id,base_joint_cfr_pct,scenario_joint_cfr_pct,delta_joint_cfr_pp,base_toxicity_pct,scenario_toxicity_pct
RHO_000,R10,FR2024_OXA484_SERINE_ONLY,88.38483333333332,88.70116666666665,0.3163333333333327,10.71,10.71
RHO_000,R12,LEE2022_KPC_KP,87.77224274406333,86.86032981530344,-0.9119129287598895,12.19,12.19
RHO_000,R12,LEE2022_OXA_KP,87.21313559322033,86.63099576271188,-0.5821398305084529,12.19,12.19
RHO_000,R12,INDIA2022_OXA48_KP,85.21536764705881,84.71220588235295,-0.5031617647058653,12.19,12.19
RHO_000,R12,FR2024_OXA484_SERINE_ONLY,88.40883333333332,87.91358333333332,-0.49524999999999864,12.19,12.19
RHO_000,R13,LEE2022_KPC_KP,80.51998680738788,79.25358839050133,-1.2663984168865454,7.21,7.21
RHO_000,R13,LEE2022_OXA_KP,80.0549152542373,79.3277966101695,-0.7271186440678008,7.21,7.21
RHO_000,R13,INDIA2022_OXA48_KP,78.22698529411764,77.63915441176471,-0.5878308823529323,7.21,7.21
RHO_000,R13,FR2024_OXA484_SERINE_ONLY,81.18308333333333,80.60425,-0.5788333333333355,7.21,7.21
FU_CAZ_LOW,R1,LEE2022_KPC_KP,73.50026385224272,73.27080474934036,-0.22945910290236782,9.28,9.28
FU_CAZ_LOW,R1,LEE2022_OXA_KP,73.64296610169494,73.56855932203389,-0.07440677966104658,9.28,9.28
FU_CAZ_LOW,R1,INDIA2022_OXA48_KP,72.1160661764706,72.0552573529412,-0.06080882352939909,9.28,9.28
FU_CAZ_LOW,R1,FR2024_OXA484_SERINE_ONLY,74.78941666666668,74.74991666666666,-0.039500000000018076,9.28,9.28
FU_CAZ_LOW,R8,LEE2022_KPC_KP,88.60091029023748,88.50058047493404,-0.10032981530343932,9.16,9.16
FU_CAZ_LOW,R8,LEE2022_OXA_KP,88.12885593220338,88.09461864406778,-0.0342372881355999,9.16,9.16
FU_CAZ_LOW,R8,INDIA2022_OXA48_KP,86.13003676470588,86.10757352941175,-0.02246323529412564,9.16,9.16
FU_CAZ_LOW,R8,FR2024_OXA484_SERINE_ONLY,89.37675,89.36616666666667,-0.010583333333329392,9.16,9.16
FU_CAZ_LOW,R10,LEE2022_KPC_KP,87.69290237467017,87.61638522427441,-0.0765171503957589,10.71,10.71
FU_CAZ_LOW,R10,LEE2022_OXA_KP,87.17175847457628,87.1440466101695,-0.027711864406782638,10.71,10.71
FU_CAZ_LOW,R10,INDIA2022_OXA48_KP,85.18297794117646,85.16389705882351,-0.019080882352952244,10.71,10.71
FU_CAZ_LOW,R10,FR2024_OXA484_SERINE_ONLY,88.38483333333332,88.37866666666666,-0.006166666666658216,10.71,10.71
FU_CAZ_LOW,R12,LEE2022_KPC_KP,87.77224274406333,87.70150395778363,-0.07073878627970487,12.19,12.19
FU_CAZ_LOW,R12,LEE2022_OXA_KP,87.21313559322033,87.18701271186441,-0.026122881355917116,12.19,12.19
FU_CAZ_LOW,R12,INDIA2022_OXA48_KP,85.21536764705881,85.19639705882352,-0.018970588235291075,12.19,12.19
FU_CAZ_LOW,R12,FR2024_OXA484_SERINE_ONLY,88.40883333333332,88.40341666666666,-0.00541666666666174,12.19,12.19
FU_CAZ_LOW,R13,LEE2022_KPC_KP,80.51998680738788,80.44402374670184,-0.07596306068603553,7.21,7.21
FU_CAZ_LOW,R13,LEE2022_OXA_KP,80.0549152542373,80.02788135593221,-0.027033898305091952,7.21,7.21
FU_CAZ_LOW,R13,INDIA2022_OXA48_KP,78.22698529411764,78.21202205882352,-0.014963235294118249,7.21,7.21
FU_CAZ_LOW,R13,FR2024_OXA484_SERINE_ONLY,81.18308333333333,81.17725,-0.005833333333328028,7.21,7.21
FU_CAZ_HIGH,R1,LEE2022_KPC_KP,73.50026385224272,73.67945910290237,0.17919525065964592,9.28,9.28
FU_CAZ_HIGH,R1,LEE2022_OXA_KP,73.64296610169494,73.70247881355934,0.0595127118644001,9.28,9.28
FU_CAZ_HIGH,R1,INDIA2022_OXA48_KP,72.1160661764706,72.16691176470587,0.050845588235276296,9.28,9.28
FU_CAZ_HIGH,R1,FR2024_OXA484_SERINE_ONLY,74.78941666666668,74.81983333333334,0.030416666666653214,9.28,9.28
FU_CAZ_HIGH,R8,LEE2022_KPC_KP,88.60091029023748,88.67943271767811,0.07852242744063176,9.16,9.16
FU_CAZ_HIGH,R8,LEE2022_OXA_KP,88.12885593220338,88.15665254237288,0.027796610169502856,9.16,9.16
